collarid,fromdepth,todepth,_id0,_id1,Company_ID,Company_LithoCode,Company_Litho,comp lithology,Score,Level_3,Level_2,Level_1,xbt,ybt,zbt,xmt,ymt,zmt,xet,yet,zet,Unnamed: 20,dhgeochemistryid,holeid,companyholeid,Al2O3_pct,CaO_pct,Cu_ppm,Fe_pct,K2O_pct,Mgo_pct,MnO_pct,Na2O_pct,P_pct,Pb_ppm,S_pct,SiO2_pct,Zn_ppm
9,110,112,2592,53247,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514365.3691,6747199.837,213.9735631,514365.3691,6747199.837,212.4735631,514365.3691,6747199.837,210.9735631,,11118124,76539LodestoneLSC002,LSC002,8.16,2.71,50,9.53,0.162,14.8,0.17,0.093,0.019,80,0.655,53.53,90
10,145,146,935,7268,1621,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial,478416.7218,6771009.815,229.1320164,478416.7218,6771009.815,224.1320164,478416.7218,6771009.815,219.1320164,,28271641,82655KararaMKD124,MKD124,0.18,1.55,-10,38.86,0.239,1.57,0.06,0.92,0.039,10,0.005,40.51,-10
10,146,148,935,7269,1621,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial,478416.7218,6771009.815,229.1320164,478416.7218,6771009.815,224.1320164,478416.7218,6771009.815,219.1320164,,28271642,82655KararaMKD124,MKD124,0.65,1.33,20,35.08,0.651,1.77,0.08,0.68,0.063,50,0.01,45.33,-10
10,148,150,935,7270,1621,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial,478416.7218,6771009.815,229.1320164,478416.7218,6771009.815,224.1320164,478416.7218,6771009.815,219.1320164,,28271643,82655KararaMKD124,MKD124,0.64,1.21,10,36.04,0.672,1.91,0.07,0.98,0.072,40,0.015,43.83,-10
10,150,152,935,7271,1621,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial,478416.7218,6771009.815,229.1320164,478416.7218,6771009.815,224.1320164,478416.7218,6771009.815,219.1320164,,28271644,82655KararaMKD124,MKD124,1.39,1.06,10,34.09,1.27,1.82,0.06,0.98,0.043,40,0.02,45.09,10
10,152,154,935,7272,1621,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial,478416.7218,6771009.815,229.1320164,478416.7218,6771009.815,224.1320164,478416.7218,6771009.815,219.1320164,,28271645,82655KararaMKD124,MKD124,0.21,1.65,-10,38.18,0.236,1.67,0.06,0.95,0.081,40,0.003,41.36,-10
11,0,2,496,2977,1621,Lf,laterite ferruginous duricrust developed in situ over bedrock,duricrust,100,duricrust,residual_deposit,surficial,479093.9732,6772817.02,377.475,479094.5631,6772816.434,375.1173643,479095.1133,6772815.888,372.7407167,,28267397,82655KararaMKC309,MKC309,0.12,-0.01,-10,41.17,0.003,0.01,0.01,-0.01,0.051,-10,0.004,39.59,-10
11,2,4,496,2978,1621,Lf,laterite ferruginous duricrust developed in situ over bedrock,duricrust,100,duricrust,residual_deposit,surficial,479093.9732,6772817.02,377.475,479094.5631,6772816.434,375.1173643,479095.1133,6772815.888,372.7407167,,28267398,82655KararaMKC309,MKC309,0.22,-0.01,-10,42.44,0.004,-0.01,0.01,-0.01,0.04,-10,0.007,38.15,-10
11,4,5,496,2979,1621,Lf,laterite ferruginous duricrust developed in situ over bedrock,duricrust,100,duricrust,residual_deposit,surficial,479093.9732,6772817.02,377.475,479094.5631,6772816.434,375.1173643,479095.1133,6772815.888,372.7407167,,28267399,82655KararaMKC309,MKC309,0.25,-0.01,-10,36.58,0.004,-0.01,0.01,-0.01,0.067,10,0.008,46.16,-10
11,5,6,497,2979,1621,Lf,laterite ferruginous duricrust developed in situ over bedrock,duricrust,100,duricrust,residual_deposit,surficial,479095.1133,6772815.888,372.7407167,479095.3216,6772815.681,371.7847779,479095.5227,6772815.481,370.8257991,,28267399,82655KararaMKC309,MKC309,0.25,-0.01,-10,36.58,0.004,-0.01,0.01,-0.01,0.067,10,0.008,46.16,-10
11,6,7,497,2980,1621,Lf,laterite ferruginous duricrust developed in situ over bedrock,duricrust,100,duricrust,residual_deposit,surficial,479095.1133,6772815.888,372.7407167,479095.3216,6772815.681,371.7847779,479095.5227,6772815.481,370.8257991,,28267400,82655KararaMKC309,MKC309,0.1,-0.01,-10,31.98,0.004,0.01,0.01,-0.01,0.026,-10,0.004,53.05,-10
12,55,56,523,3063,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267482,82655KararaMKD437,MKD437,12.92,0.73,80,5.41,3.46,2.17,0.12,1.37,0.051,80,0.606,68.37,110
12,56,57,523,3064,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267483,82655KararaMKD437,MKD437,13.16,0.7,70,5.06,3.15,2.22,0.11,1.43,0.051,60,0.571,68.15,120
12,57,58,523,3065,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267484,82655KararaMKD437,MKD437,13.23,0.76,80,5.17,3.24,2.31,0.13,1.34,0.052,70,0.576,67.52,140
12,58,59,523,3066,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267485,82655KararaMKD437,MKD437,13.32,0.63,80,5.21,3.36,2.31,0.11,1.53,0.055,70,0.572,67.59,120
12,59,60,523,3067,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267486,82655KararaMKD437,MKD437,12.63,1.17,80,4.81,3.08,2.11,0.13,1.6,0.05,80,0.694,69.41,130
12,60,61,523,3068,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267487,82655KararaMKD437,MKD437,12.32,0.91,70,4.92,3.13,2.16,0.11,1.44,0.047,80,0.548,69.72,110
12,61,62,523,3069,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267488,82655KararaMKD437,MKD437,10.01,0.74,70,4.4,2.57,1.91,0.1,1.35,0.041,60,0.613,74.52,80
12,62,63,523,3070,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267489,82655KararaMKD437,MKD437,10.32,1.29,70,4.08,2.44,1.69,0.13,1.69,0.039,60,0.613,74.18,120
12,63,64,523,3071,1621,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482693.5366,6775498.089,355.9722819,482693.5366,6775498.089,351.4722819,482693.5366,6775498.089,346.9722819,,28267490,82655KararaMKD437,MKD437,10.34,1.01,70,3.92,2.7,1.68,0.11,1.47,0.039,60,0.559,72.85,110
13,9,10,409,2879,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,409.11338,478318.5961,6772260.252,407.61338,478318.5961,6772260.252,406.11338,,28267302,82655KararaMKD117,MKD117,3.54,0.05,10,43.47,0.031,0.06,-0.01,0.11,0.767,-10,0.035,22.87,-10
13,10,12,409,2880,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,409.11338,478318.5961,6772260.252,407.61338,478318.5961,6772260.252,406.11338,,28267303,82655KararaMKD117,MKD117,3.4,0.04,10,45.77,0.022,0.05,-0.01,0.06,0.415,10,0.038,19.54,-10
13,12,14,410,2881,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,406.11338,478318.5961,6772260.252,403.61338,478318.5961,6772260.252,401.11338,,28267304,82655KararaMKD117,MKD117,2.94,0.02,-10,48.77,0.01,0.02,-0.01,0.07,0.929,-10,0.031,14.97,-10
13,14,16,410,2882,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,406.11338,478318.5961,6772260.252,403.61338,478318.5961,6772260.252,401.11338,,28267305,82655KararaMKD117,MKD117,4.79,0.02,20,34.86,0.031,0.03,-0.01,0.03,0.604,-10,0.051,34.53,-10
13,16,17,410,2883,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,406.11338,478318.5961,6772260.252,403.61338,478318.5961,6772260.252,401.11338,,28267306,82655KararaMKD117,MKD117,4.28,0.03,10,19.87,0.037,0.05,-0.01,0.03,0.568,20,0.04,59.54,-10
13,17,18,411,2883,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,401.11338,478318.5961,6772260.252,400.11338,478318.5961,6772260.252,399.11338,,28267306,82655KararaMKD117,MKD117,4.28,0.03,10,19.87,0.037,0.05,-0.01,0.03,0.568,20,0.04,59.54,-10
13,18,19,411,2884,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,401.11338,478318.5961,6772260.252,400.11338,478318.5961,6772260.252,399.11338,,28267307,82655KararaMKD117,MKD117,0.68,-0.01,10,41.38,0.004,-0.01,0.01,0.01,0.223,10,0.01,37.61,-10
13,19,20,412,2884,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,399.11338,478318.5961,6772260.252,396.61338,478318.5961,6772260.252,394.11338,,28267307,82655KararaMKD117,MKD117,0.68,-0.01,10,41.38,0.004,-0.01,0.01,0.01,0.223,10,0.01,37.61,-10
13,20,22,412,2885,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,399.11338,478318.5961,6772260.252,396.61338,478318.5961,6772260.252,394.11338,,28267308,82655KararaMKD117,MKD117,0.26,-0.01,10,50.07,0.003,-0.01,0.01,0.01,0.104,-10,0.007,26.68,-10
13,22,24,412,2886,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478318.5961,6772260.252,399.11338,478318.5961,6772260.252,396.61338,478318.5961,6772260.252,394.11338,,28267309,82655KararaMKD117,MKD117,0.16,-0.01,20,44.28,0.004,0.02,-0.01,0.02,0.049,30,0.006,35.79,-10
13,4,6,444,2912,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478415.6724,6772360.048,408.0380807,478416.7256,6772359.035,404.3220731,478417.1169,6772358.658,400.3716576,,28267334,82655KararaMKD117,MKD117,0.21,-0.01,10,55.19,0.003,-0.01,0.01,-0.01,0.069,-10,0.008,19.65,-10
13,6,8,444,2913,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478415.6724,6772360.048,408.0380807,478416.7256,6772359.035,404.3220731,478417.1169,6772358.658,400.3716576,,28267335,82655KararaMKD117,MKD117,0.11,-0.01,10,51.2,0.003,-0.01,-0.01,-0.01,0.048,10,0.004,25.63,-10
13,8,10,444,2914,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478415.6724,6772360.048,408.0380807,478416.7256,6772359.035,404.3220731,478417.1169,6772358.658,400.3716576,,28267336,82655KararaMKD117,MKD117,0.15,-0.01,20,54.61,0.003,0.01,-0.01,-0.01,0.054,40,0.006,20.95,-10
13,10,12,444,2915,1621,Sct,chert,chert,101,chert,siliceous,sedimentary rock,478415.6724,6772360.048,408.0380807,478416.7256,6772359.035,404.3220731,478417.1169,6772358.658,400.3716576,,28267337,82655KararaMKD117,MKD117,0.12,-0.01,10,50.14,0.003,-0.01,-0.01,-0.01,0.037,10,0.006,27.36,-10
